Sara Molina, Maine, Wrong, 16131, 5463
Victoria Dorsey, Massachusetts, Wrong, 22882, 10509
Steven Marks, New York, Wrong, 21555, 5777
Rebecca Briggs, New Jersey, Right, 24094, 14778
Naomi Delacruz, New York, Wrong, 23719, 10656
Tyler Waters, New Hampshire, Right, 24474, 10699
Addison Bennett, New York, Right, 18946, 13742
Jessica Middleton, Maine, Right, 18015, 13360
Ariana Kemp, New York, Wrong, 15126, 12767
Hunter Mccarty, Connecticut, Wrong, 17098, 6809
Evelyn Townsend, New York, Wrong, 17971, 12881
Allison Deleon, New Hampshire, Right, 23109, 13852
Vincent Preston, New York, Wrong, 19461, 7275
Mason Koch, Vermont, Right, 24319, 5792
Maria Coleman, New York, Wrong, 23224, 7193
Aidan Carlson, New York, Wrong, 17170, 8422
Alexa Cline, New Jersey, Right, 16430, 7007
Gabriel Dudley, New Jersey, Wrong, 21358, 8672
Carter Hughes, New York, Wrong, 16163, 5207
Lillian Day, New York, Wrong, 23519, 10991
Alyssa Galloway, Maine, Wrong, 24062, 11906
Chloe Hunter, New York, Right, 24144, 9882
Molly Boone, New York, Right, 17381, 14115
Aiden Bolton, New York, Right, 23386, 12806
Hannah Aguirre, New Hampshire, Right, 21075, 12474
Adrianna Hodge, Massachusetts, Wrong, 24939, 6969
Camila Beasley, New Jersey, Right, 22331, 12888
Adam Savage, New Hampshire, Wrong, 20647, 5798
Antonio Dixon, New York, Right, 22482, 12160
Savannah Mcmahon, New York, Right, 22165, 6871
Zoe Hansen, New York, Wrong, 15497, 8545
Hannah Soto, Maine, Wrong, 15663, 9018
Austin Walls, Maine, Wrong, 21344, 9571
Joseph Ellison, New Jersey, Right, 21403, 6560
Elizabeth Valencia, Vermont, Right, 15121, 6697
Moshe Mccullough, Connecticut, Right, 15212, 12700
Taylor Obrien, New York, Wrong, 20211, 7446
Angel Burke, Massachusetts, Right, 18395, 11303
Julia Sweet, New York, Right, 20377, 11640
Kaitlyn Bowers, New York, Right, 15663, 5641
Jaden Lambert, New York, Right, 16371, 6715
Leah Rivas, New York, Right, 16923, 14500
Samantha Ingram, New York, Wrong, 21656, 12072
Ethan Crawford, Vermont, Right, 20863, 11589
Sophie Day, New Jersey, Right, 21750, 13406
Jessica Rich, New York, Wrong, 15850, 8433
Gianna Reese, Maine, Right, 15353, 5342
Chase Hyde, New York, Wrong, 16817, 5729
Julian Shepard, New Hampshire, Wrong, 15677, 14028
Jonathan Hudson, New Jersey, Wrong, 18895, 8856
Adrian Clayton, Vermont, Wrong, 21952, 6696
Nevaeh Francis, Maine, Wrong, 18573, 6980
Josiah Woods, New Hampshire, Wrong, 23238, 14291
Stella Shaw, New Jersey, Wrong, 24539, 12985
Samantha Hopper, Massachusetts, Right, 22678, 5656
Gabriel Wilcox, New York, Wrong, 18457, 13798
Jose Harmon, Connecticut, Right, 17952, 5050
Cameron Blackburn, Massachusetts, Wrong, 20122, 5298
Kaylee Hubbard, New York, Right, 17466, 6978
Arianna Mccray, Rhode Island, Right, 20954, 9922
Giovanni Bradford, Connecticut, Right, 17553, 6600
Eva Frank, Maine, Right, 17477, 5651
Mason Hunter, New York, Wrong, 20465, 13808
Jaden Sanford, New York, Right, 23899, 14592
Owen Jacobson, Vermont, Wrong, 16970, 5843
Chaya Moon, Vermont, Wrong, 17325, 13848
Brianna Nelson, New York, Wrong, 24370, 14940
Jade Odom, New York, Wrong, 21582, 11800
Hailey Fields, Maine, Wrong, 15552, 8499
Gabrielle Hays, Vermont, Right, 24048, 9355
Julia Alvarado, Maine, Wrong, 18811, 5829
Samantha Pennington, New York, Wrong, 22877, 13888
Olivia Valencia, New York, Wrong, 22198, 13632
Amy Cole, New York, Wrong, 16583, 6292
Jeremy Alford, New York, Wrong, 22814, 6686
Jacob Clark, New York, Right, 18350, 8152
Abraham Schultz, Maine, Wrong, 15468, 12091
Nevaeh Tillman, Vermont, Wrong, 17486, 11579
Layla Talley, New Jersey, Right, 21074, 12848
Adam Ferguson, New York, Right, 18483, 8182
Eva Hutchinson, New York, Right, 19566, 14958
Madelyn Greene, New Hampshire, Right, 24024, 14100
Kyle Avery, Maine, Wrong, 17457, 13493
Austin Castro, Massachusetts, Right, 15648, 8801
Khloe Schneider, Massachusetts, Right, 22605, 14599
Amelia Franco, New York, Wrong, 16325, 7357
Rebecca Key, Vermont, Wrong, 23263, 8425
Adam Gaines, New York, Right, 18195, 10162
Samantha Montoya, Maine, Wrong, 18618, 5629
Nicholas Wright, New York, Wrong, 15811, 13848
Aaliyah Doyle, New York, Wrong, 24328, 7041
Andrew Yates, New York, Wrong, 22368, 8562
Layla Hoover, New York, Wrong, 24596, 9077
Charlotte Maddox, New York, Wrong, 22562, 7479
Rebecca Suarez, New York, Right, 19484, 10051
Ethan Gentry, Maine, Right, 22083, 10239
Jessica Holcomb, New York, Wrong, 23965, 6323
Zoey Velasquez, Massachusetts, Wrong, 21842, 9678
Esther Cummings, New York, Wrong, 15370, 14489
Claire Gentry, Connecticut, Right, 20197, 8099
Miriam Oneill, New Jersey, Wrong, 17177, 7443
Kyle Oneil, Connecticut, Right, 19172, 5244
Moshe Orr, New Jersey, Wrong, 19458, 14098
Liam Mack, Massachusetts, Right, 16011, 9885
Zoey Burton, New Hampshire, Wrong, 24887, 12246
Julianna Petersen, New York, Right, 17802, 11758
Michael Cervantes, New Jersey, Wrong, 19004, 14611
Brianna Alford, New York, Right, 19681, 7299
Molly Maxwell, Maine, Right, 19620, 13406
Lauren Torres, New York, Right, 23531, 11775
Juliana Malone, New York, Right, 16194, 9725
Landon Adams, New Hampshire, Wrong, 17853, 10156
Savannah Mcmillan, Vermont, Right, 19910, 11300
Emma Cantrell, New York, Right, 15922, 11418
Zachary Daniel, Connecticut, Wrong, 16463, 7913
Camila Huffman, New York, Right, 19510, 13730
Hunter Hanson, New York, Right, 24258, 6182
Aaron Olsen, New York, Right, 22722, 12563
Sophie Turner, New Jersey, Right, 22503, 14520
Jack Hogan, New Jersey, Right, 23753, 7850
Isaac Lamb, New York, Right, 20594, 11967
Peyton Swanson, Vermont, Wrong, 16065, 8897
Andrew Goodwin, New York, Right, 16585, 10631
Katherine Burgess, New Hampshire, Wrong, 17398, 10575
Jasmine Oneill, New Jersey, Right, 23981, 12840
Ethan Porter, New Jersey, Wrong, 15048, 5720
Kyle Wolf, Massachusetts, Wrong, 20469, 12999
Alexis Mccormick, New York, Right, 17109, 13786
Samantha Jackson, New York, Wrong, 19698, 7547
Connor Cline, New York, Wrong, 19428, 9285
Jade Maxwell, New Jersey, Wrong, 24804, 12877
Steven Greer, New Jersey, Wrong, 22516, 11840
Mackenzie Rojas, Connecticut, Wrong, 24753, 11114
Oliver Sheppard, New Jersey, Right, 19719, 8324
David Hamilton, New York, Wrong, 24661, 5436
Samantha Dale, New York, Right, 16698, 11189
Makayla Herring, Massachusetts, Right, 19940, 8759
Tyler Simpson, Maine, Wrong, 23945, 8499
Leah Vaughan, Vermont, Right, 20681, 5644
Sean Gibbs, New York, Right, 23445, 12061
Juliana Farrell, Massachusetts, Right, 23105, 13366
Adrian Velazquez, Maine, Wrong, 24312, 13292
Josiah Lloyd, Vermont, Right, 18614, 12353
Chaya Ayala, Vermont, Wrong, 22703, 12215
Julian Sargent, Vermont, Wrong, 17062, 7123
Rachel Serrano, New York, Wrong, 18214, 8028
Nevaeh Whitaker, New York, Right, 19902, 9821
Gabriel Mccray, New York, Right, 19040, 7579
Owen Marquez, New Jersey, Wrong, 19569, 13666
Elijah Hull, New Hampshire, Wrong, 22628, 11081
Chana Parrish, New Jersey, Right, 18490, 11032
Ella Garza, New York, Wrong, 23776, 8131
Anna Morrison, Vermont, Right, 23760, 13105
Evelyn Howe, New York, Wrong, 16548, 5445
Vincent Wall, New York, Right, 20272, 6527
Arianna Williamson, New York, Right, 17239, 5622
Riley May, Massachusetts, Right, 24686, 11438
Victoria Buckner, New Jersey, Right, 16918, 7229
Nicholas Diaz, New York, Wrong, 21022, 12795
Khloe Calderon, New York, Right, 16037, 11774
Mason Wong, New York, Wrong, 23467, 13236
Allison Gates, New Jersey, Right, 21221, 13059
Elizabeth Abbott, New York, Wrong, 21010, 7796
Anna Ayers, New York, Right, 18389, 12513
Eli Soto, New Hampshire, Wrong, 22810, 6569
Vincent Bonner, Maine, Wrong, 17439, 7967
John Graham, Massachusetts, Right, 24453, 7165
Jonathan Witt, New York, Wrong, 17988, 8095
Mason Ayala, New York, Right, 18193, 8884
Anthony Clayton, Vermont, Wrong, 20478, 8545
Lauren Evans, New Jersey, Right, 24579, 6350
Lucas Schroeder, Maine, Wrong, 22396, 5663
Makayla Cardenas, New York, Right, 16293, 12927
Gavin Lawson, Vermont, Wrong, 15052, 12153
Isaac Taylor, New York, Wrong, 15098, 5941
Thomas Black, Maine, Wrong, 23273, 13903
Zoey Cobb, Maine, Right, 19821, 8396
Valentina Carter, Connecticut, Right, 17322, 12224
Liam Buchanan, New York, Right, 16617, 8710
Abigail Tate, Maine, Wrong, 16085, 13469
Jonathan Navarro, New Jersey, Wrong, 18390, 13689
Hannah Madden, New Jersey, Right, 23790, 5088
Joshua Mendez, Connecticut, Wrong, 16871, 9242
Brooke Randall, Rhode Island, Wrong, 19604, 6109
Maya Stevens, New York, Wrong, 19029, 8224
Steven Gray, New Jersey, Wrong, 24035, 12276
Avery Barron, New York, Right, 24283, 10518
Madison Scott, New Jersey, Wrong, 24155, 7157
Julia Battle, New Jersey, Wrong, 15744, 5447
Maya Moon, New York, Right, 19235, 8783
Bryan Norris, New York, Wrong, 24465, 9635
Kaitlyn Kramer, New Jersey, Right, 23837, 12470
Zoe Vaughan, Maine, Wrong, 22579, 11008
Kayla Horton, Connecticut, Wrong, 18969, 6977
Juliana Ballard, Vermont, Right, 19096, 10574
Isaiah Floyd, New York, Wrong, 20972, 8769
Thomas Shelton, New Jersey, Right, 18995, 8002
Ian Mercer, New York, Wrong, 18307, 6754
Amelia Morris, Connecticut, Right, 23509, 6278
Aaliyah Donaldson, New York, Right, 24320, 10274
Lucas Barlow, New Jersey, Right, 24171, 8448
Kayla Delacruz, New York, Wrong, 24539, 9195
Logan Boone, New York, Wrong, 21401, 6889
James Elliott, New York, Right, 20278, 7655
Rachel Hubbard, Maine, Wrong, 19813, 10723
Chaya Hutchinson, New Jersey, Right, 17691, 13904
Abigail Acosta, Maine, Right, 22167, 11671
Elizabeth Key, New Jersey, Wrong, 24347, 11256
Kyle Workman, New York, Right, 22630, 12501
Sophie Weber, Massachusetts, Right, 19071, 10963
Christopher Mueller, New Jersey, Right, 24428, 8613
Olivia Cook, New York, Wrong, 21810, 11634
Jessica Zamora, New York, Wrong, 17924, 5404
Liam Ray, New Jersey, Wrong, 20900, 13327
Luke Allen, New York, Right, 21474, 10392
Natalia Holcomb, New York, Wrong, 18942, 6511
Riley Herman, New York, Wrong, 18755, 7817
Aidan Boyd, New York, Right, 23245, 8760
Adam Lyons, Vermont, Right, 18601, 10501
Jaden Bradford, New Jersey, Wrong, 20610, 5837
Julia Gibson, New Jersey, Wrong, 15000, 14840
Cole Hebert, New York, Wrong, 24508, 8669
Brianna Gibbs, Vermont, Right, 22088, 11336
Michael Burks, Maine, Right, 20981, 9730
Logan Floyd, New Jersey, Right, 21139, 6829
Natalia Yates, New York, Wrong, 16808, 6566
Angel Norman, New York, Right, 20077, 13494
Aiden Fuller, New Jersey, Right, 20057, 12579
Abraham Workman, New Jersey, Right, 21955, 6151
Jacob Mcneil, Vermont, Right, 17940, 13898
Isaac Sexton, New York, Right, 21356, 8864
Tristan Wilkins, New York, Wrong, 24139, 6319
Ethan Chaney, New Jersey, Wrong, 22913, 9223
Andrew Slater, Connecticut, Wrong, 20782, 13277
Gianna Harvey, New York, Right, 20389, 6087
Eva Rose, New Jersey, Right, 15896, 9261
Makayla Marshall, New York, Right, 23113, 11006
Rachel Long, Vermont, Wrong, 22819, 11603
Tristan Carver, Rhode Island, Wrong, 20937, 10739
Josiah Mendoza, New York, Wrong, 16608, 5057
Caleb Page, Connecticut, Right, 17894, 14083
Emily Medina, Rhode Island, Wrong, 18942, 14932
Kimberly Buckner, New York, Right, 23761, 14632
Eric Kramer, New York, Wrong, 22483, 7306
Claire Flynn, Maine, Right, 21895, 9400
Ava Velazquez, New York, Wrong, 17759, 9945
Landon Sanford, Vermont, Right, 24393, 13435
Moshe Gardner, New York, Right, 21607, 5563
Katherine Donovan, New York, Wrong, 21518, 12842
Sarah Pugh, New York, Wrong, 19963, 5516
Kylie Wiggins, New York, Right, 24221, 5046
Claire Mcconnell, New York, Wrong, 20858, 12676
Isaac Bonner, New York, Wrong, 20047, 8148
Cole Rodriguez, Vermont, Wrong, 24241, 10938
Liam Pennington, New York, Wrong, 24791, 9731
Natalie Morton, New York, Right, 22177, 12213
William Mooney, New York, Right, 15561, 5665
Andrew Peterson, New York, Wrong, 18120, 13476
Patrick Beard, New York, Right, 20807, 13175
Valentina Sharp, Vermont, Right, 18808, 8015
Jeremiah Wright, Connecticut, Wrong, 19052, 8476
Daniel Wright, Massachusetts, Wrong, 23614, 7996
Victoria Mercado, New York, Wrong, 19285, 5260
Lillian Daugherty, New York, Right, 20107, 7159
Gavin Sullivan, New York, Right, 15997, 8462
Steven Woodard, New York, Wrong, 24053, 7906
Kimberly Lawrence, New Jersey, Wrong, 22552, 14937
Michelle Albert, Maine, Wrong, 21169, 8024
Kevin Stevenson, New York, Right, 15736, 14815
Jason Sharpe, New Jersey, Wrong, 18322, 14290
Thomas Sykes, New York, Wrong, 20130, 12782
Lucas Blevins, New York, Right, 21567, 6009
Jordan Holloway, Connecticut, Wrong, 21652, 13334
Sarah Welch, Maine, Wrong, 22817, 6535
Kayla Barry, New Hampshire, Wrong, 18716, 12882
James Merrill, New York, Right, 17843, 9005
Derek Parsons, New York, Wrong, 18460, 14945
David Logan, Maine, Right, 17431, 13858
Julianna Sims, Maine, Wrong, 19710, 8040
Jessica Park, Rhode Island, Right, 18831, 6323
Maya Austin, Massachusetts, Wrong, 17260, 10260
Kylie Hess, New York, Right, 17934, 11100
Alyssa Norman, New York, Right, 23006, 11734
Ethan Rocha, New Hampshire, Right, 23089, 10394
Eric Donaldson, New York, Right, 21363, 8778
Jackson Figueroa, New Hampshire, Right, 21065, 11900
Jessica Gentry, New Jersey, Wrong, 24690, 11618
Molly Lawson, New Jersey, Wrong, 16776, 9972
Evan Lang, Maine, Wrong, 21516, 10210
Mason Juarez, New Jersey, Right, 22648, 9249
Joel Monroe, New Jersey, Wrong, 23282, 11889
Abraham Richmond, Massachusetts, Right, 19488, 10196
Nevaeh Hendricks, New Jersey, Wrong, 15715, 11540
Eric Moss, New York, Right, 15890, 8954
Katherine Bright, New York, Right, 17499, 5980
Peyton Mccarty, Massachusetts, Right, 21614, 9962
Adrianna Castillo, New York, Right, 24156, 13526
Kimberly Bullock, New York, Wrong, 22494, 13797
Mackenzie Case, New York, Wrong, 22490, 13414
Avery Burt, New York, Wrong, 16996, 7242
Michael Park, New Hampshire, Wrong, 20218, 12807
Jaden Witt, New York, Right, 17934, 12696
Adrian Chaney, New York, Wrong, 18558, 11889
Gabrielle Reed, New York, Right, 20946, 5601
Colin Mccarty, Massachusetts, Wrong, 18207, 5205
Gianna Miles, Massachusetts, Right, 19545, 10898
Noah Swanson, Vermont, Right, 22257, 5935
Christopher Nieves, New York, Wrong, 16779, 8427
Nicole Richmond, New York, Wrong, 21974, 12583
Hannah Terrell, New Jersey, Wrong, 22885, 11012
Daniel Foreman, New York, Right, 23805, 5019
Alyssa Everett, New York, Right, 20857, 13683
Kevin Bright, Connecticut, Right, 16349, 5290
Anna Le, New Jersey, Right, 19500, 13852
Sean Duke, New York, Wrong, 23753, 13478
Evelyn Pitts, New York, Right, 24429, 11226
Kayla Mckay, Maine, Right, 22054, 11422
Nevaeh Lucas, New York, Wrong, 19536, 9812
Sean Calhoun, New Hampshire, Wrong, 21364, 8559
William Cohen, Rhode Island, Wrong, 17573, 13077
Eric Roberson, New Hampshire, Right, 24581, 5796
Owen Flores, New York, Right, 17496, 12762
Sophie Rollins, New York, Wrong, 16759, 7404
Jackson Ballard, New York, Right, 17432, 13694
Emily Rocha, New Jersey, Wrong, 21186, 6475
Patrick Pruitt, Connecticut, Right, 21628, 6920
Aaliyah Glass, Massachusetts, Wrong, 16824, 12608
Ashley Weber, New Jersey, Right, 15408, 6412
Joseph Barlow, New York, Wrong, 20651, 13056
Gianna Byers, Rhode Island, Wrong, 22356, 6947
Brayden Dudley, New York, Wrong, 24263, 13459
Moshe Shelton, New Jersey, Wrong, 22716, 13360
Layla Rosario, New Jersey, Wrong, 20280, 8763
Gianna Todd, Vermont, Wrong, 18499, 6614
Xavier Ballard, Massachusetts, Right, 15925, 9653
Rachel Hancock, New York, Wrong, 16922, 11952
Brooke Franco, New York, Right, 22544, 7580
Joshua Mendoza, New York, Wrong, 17925, 5982
Jessica Goff, Massachusetts, Wrong, 20708, 11326
Natalie Mcgee, New York, Wrong, 21710, 14727
Daniel Woods, Maine, Right, 19938, 5575
Kayla Quinn, Vermont, Right, 23481, 14703
Cole Curry, Vermont, Wrong, 18072, 7025
Caleb Richardson, New York, Wrong, 21025, 5330
Abigail Noble, New Jersey, Right, 18064, 5858
Nathaniel Snyder, New York, Wrong, 15468, 12872
Molly Melendez, New Jersey, Right, 18906, 12425
Ian Mckay, New Hampshire, Right, 20221, 9022
Valentina Ayala, New York, Wrong, 15682, 11696
Chana Yang, New York, Wrong, 17626, 12003
Arianna Atkinson, New York, Wrong, 19755, 13128
Xavier Osborn, New Jersey, Wrong, 17353, 6293
David Stein, Maine, Right, 24068, 9177
Mia Ortega, Connecticut, Wrong, 24861, 12965
Caleb Joyner, New Hampshire, Right, 21399, 13350
Sebastian Langley, New York, Right, 22616, 10679
Lucy Beach, New York, Right, 15160, 8663
Molly Burch, Rhode Island, Right, 20733, 9191
Zoe Wolf, New York, Wrong, 21406, 9791
Avery Rios, Vermont, Wrong, 23735, 11502
Melanie Leonard, New Hampshire, Wrong, 16864, 12660
Alexa Puckett, New Hampshire, Wrong, 19142, 11818
Tristan Carver, New York, Wrong, 23992, 9836
Ella Ashley, New Jersey, Right, 17558, 6731
Angelina Dickerson, Massachusetts, Wrong, 15609, 7190
Thomas Durham, New York, Right, 18736, 5469
Daniel Hunter, Massachusetts, Wrong, 15700, 12205
David Todd, Massachusetts, Wrong, 15604, 5139
Makayla Shepherd, New Hampshire, Wrong, 16868, 10667
Tyler Herring, Connecticut, Right, 17940, 11697
Adriana Wall, New York, Right, 20948, 10498
Jack Foreman, New York, Right, 19744, 7208
Zachary Weiss, New York, Wrong, 19791, 6269
Gabriel Haney, Massachusetts, Right, 16826, 10387
Ryan Evans, Massachusetts, Right, 20150, 12750
Lucy Knight, New York, Right, 16278, 12357
Michelle Todd, Connecticut, Wrong, 15358, 12819
Sophie Meyer, Maine, Right, 20698, 8402
Brooke Ball, Vermont, Right, 24458, 14609
Claire Owens, Maine, Wrong, 22468, 13754
Joseph Gray, Maryland, Wrong, 16812, 9051
Luke Dejesus, Vermont, Wrong, 16787, 12923
Lucas Munoz, New Jersey, Wrong, 21018, 11437
Kayla Reed, Connecticut, Right, 22825, 10442
Kayla Langley, Connecticut, Right, 24266, 8243
Angel Conway, New Jersey, Wrong, 23379, 5254
Kyle Baxter, Vermont, Wrong, 18268, 6055
Evelyn Harding, New Jersey, Right, 23464, 12380
Elizabeth Delgado, New York, Wrong, 16579, 9143
Colin Mendez, Vermont, Wrong, 16145, 10536
Christian Callahan, Maine, Wrong, 19145, 14369
Angel Craft, New York, Right, 22063, 14601
Arianna Harmon, New York, Wrong, 24875, 6083
Madelyn Fields, Rhode Island, Right, 20090, 8705
Sarah Lewis, New York, Right, 15636, 9773
Joel Huffman, New Jersey, Right, 23579, 5521
Adrian Hunter, New York, Wrong, 16765, 13036
Allison Barton, New Jersey, Right, 19995, 14731
Addison Singleton, Rhode Island, Right, 18641, 12536
Madelyn Collier, New Jersey, Right, 15607, 9471
Riley Jennings, Maine, Wrong, 24763, 9928
Ashley Boyle, New York, Right, 20115, 7483
Xavier Valdez, New Hampshire, Wrong, 19172, 5044
Steven Mccray, Rhode Island, Right, 24027, 13622
Isaiah Travis, New York, Wrong, 21108, 10170
Christopher Nixon, Massachusetts, Right, 20850, 8486
Leah Benson, New York, Right, 23432, 6198
Gabrielle Wright, New York, Right, 15779, 7354
Zoe Thomas, New York, Wrong, 23018, 14568
Jake Villarreal, New York, Right, 18284, 14648
Hailey Ryan, New Hampshire, Wrong, 22619, 12937
Madelyn Cardenas, New York, Right, 22626, 14960
Natalia Mcclain, Maine, Wrong, 24708, 14539
Zoe Terry, Massachusetts, Wrong, 18385, 14799
Rachel Cortez, New York, Right, 19676, 7430
Sophie Pate, New York, Right, 24595, 9875
Nevaeh Joseph, New York, Wrong, 21241, 8311
Connor Garcia, Maine, Wrong, 18656, 14633
Alex Reynolds, Maine, Wrong, 15999, 13624
David Garrison, New York, Wrong, 18692, 6340
Natalia Whitaker, New Jersey, Right, 15857, 13791
Dominic Rivers, New York, Wrong, 22186, 11259
Derek Nichols, New York, Right, 15438, 9740
Liam Marsh, Vermont, Right, 19569, 11835
Allison Lopez, New York, Right, 20116, 7175
Melanie Holcomb, New Jersey, Wrong, 16376, 5236
Alexander Whitney, New York, Wrong, 24852, 10556
Daniel Branch, New York, Right, 19753, 5028
Emma Poole, New York, Wrong, 20403, 13185
Esther Bishop, New York, Right, 21380, 11138
Joel Castaneda, New Jersey, Wrong, 24549, 8047
Rachel Forbes, Massachusetts, Right, 22692, 11261
Nathaniel Gilliam, Maine, Wrong, 16144, 12750
Jose Meadows, New Jersey, Wrong, 20894, 8759
Brandon Hall, New York, Wrong, 19522, 7860
Eva Carlson, New Jersey, Wrong, 15043, 14786
Michelle Gutierrez, Connecticut, Right, 24798, 5873
